Plate	Inplatecount	Sample	IgGTotal_RBD alpha	IgGTotal_N	IgGTotal_RBD beta	IgGTotal_RBD omicron	IgGTotal_RBD lambda	IgGTotal_RBD gamma	IgGTotal_zebra	IgGTotal_Eadp501	IgGTotal_RBD delta	IgGTotal_RBD wuhan	IgGTotal_AMA1	IgGTotal_MSP1	IgGTotal_HRPII	IgGTotal_Tetanus	IgGTotal_HCoV-229E	IgGTotal_HCoV-NL63	IgGTotal_HCoV-OC43	IgGTotal_pp28	IgGTotal_pp65	IgGTotal_EBNA1	IgGTotal_VCA	IgGTotal_FL spike	IgGTotal_BSA	IgGTotal_CelTos	IgGTotal_CSP	IgGTotal_HCoV-HKU1
PLATE1	1	HC-239K	7676.5	8213.5	3845	11897	1204.5	3883.5	-591.5	-579.5	25061	5131.5	351.5	28214	-312.5	1213	30773	27277	107161	1956	111	76405	27254	8718	874	106	1136	20514
PLATE1	1	HC-240K	68483	104049	44468	67546	33888	36802	4296	-403	156090	39395	438	58349.5	141	29547	2020	956	122729	15151	107.5	107671	101867	55253	958	1966	188	3449
PLATE1	1	HC-241K	67872.5	7159	43914	7320.5	56390.5	37756	1099	-265	69700.5	55739	1008	36830.5	-68	32717.5	11872	38578.5	104912	13357	633	30992	39104	44497	632	361	1668	39903.5
PLATE1	1	HC-242K	709	368	-4	-225.5	-67.5	-114	-204	-162	605.5	357	1645	45872	147.5	12446	22153.5	42421	165034	2593	668.5	89355	69910	2559	651	243	223	121002.5
PLATE1	1	HC-243K	17452.5	17841	9081	16664	3843	6443	807	-190	30088	12762.5	430	30179.5	-23	2362.5	3142	15807	113776.5	11746	369	96319	88424.5	29974	622	574.5	328	9386
PLATE1	1	HC-245K	40402.5	26418.5	23973.5	1889	39191.5	20945.5	4307.5	-230.5	65148.5	31457	1069	35581	70.5	4759	5304	24361.5	78402	53164.5	366.5	83588.5	85051	26760.5	590.5	-50.5	742.5	2649.5
PLATE1	1	HC-246K	84320.5	9710.5	47132	8469.5	60122.5	33879.5	6263	118.5	111946	63927	6886.5	66748.5	717.5	3568.5	12401	37523.5	91712.5	21414.5	1355	123942.5	119030	36529.5	361.5	166.5	726.5	88159
PLATE1	1	HC-247K	43836.5	71496.5	30377.5	36776	20004.5	26128	-265	-294.5	58803.5	28150	3333	42991.5	33.5	9227	8111	29395.5	64276	6756.5	1237.5	102446.5	111015.5	32617.5	629.5	391.5	924.5	56461
PLATE1	1	HC-248K	77734	10103	47058	6633	44784	41631	1061	542	57808.5	48440	2107.5	57283	1639	4721	6247	26333	112854.5	9730	1236	71782	70365	41928	253	271.5	561.5	14082
PLATE1	1	HC-249K	160263.5	75535.5	158778	86686.5	156208	140064.5	-86.5	-136.5	148278.5	139561.5	1111.5	64522.5	364.5	6369.5	4585.5	6162	136293.5	25574.5	772.5	110130.5	99105.5	121521.5	600.5	1697.5	644.5	92353.5
PLATE1	1	HC-250K	75920	13183.5	60896.5	16487.5	66654.5	49620	640.5	-232.5	91446.5	59822.5	2196.5	34082	24.5	1534.5	1432.5	5022.5	114731.5	1686.5	660.5	54315.5	111818	47026.5	501.5	257.5	565	30117.5
PLATE1	1	MBL-125	2918.5	451	251.5	-30.5	-54.5	254.5	4236.5	14396.5	502.5	1143.5	2253.5	46695.5	586.5	230.5	22017.5	20943.5	21058	37932.5	717.5	42548.5	119747	3316.5	512.5	757.5	1674.5	819.5
PLATE1	1	MBL-126	40001	-499	-580.5	-637	-233.5	-548	10979.5	-465	4993	15585	24.5	43588	-329	73	4515	10575	41108.5	11541	12	61148	83530	293	901	-158.5	53	6824
PLATE1	1	MBL-127	2575.5	150.5	36.5	-59.5	44.5	42	23.5	4.5	360.5	531.5	3084.5	95534.5	676.5	9441.5	9409.5	42956.5	72147	5372	2183.5	64229.5	66149	1011.5	207.5	3594.5	302	4748.5
PLATE1	1	MBL-128	6768	557	-98	-120	-27	-35.5	-23	-68	685.5	1524	40343.5	66838	637	12609	2024	2140	68118	2558	2757.5	81599	82536	1345	455	11936	1070	62622.5
PLATE1	1	MBL-129	-1220	-1740.5	-2134	-2144	-2029	-2012	2653.5	-2106	-1384	605	1454	11843.5	-1945	-1767	20673	42952	72405	2541	-214	64031	47818.5	1205	2360	174	-73	21975
PLATE1	1	MBL-130	873.5	1914	-148.5	-189.5	33	-143	2182	5663	1471	235.5	870.5	50202	224	677	1540	7695	71509	16909	418	110983	103054	1226	411	1605.5	263.5	24530
PLATE1	1	MBL-131	277	96	32	-92	-30	80	33320	134.5	160.5	142	92684	96545	2220.5	1114	1507	2615	5078	23871	707	79488	90719	460	270	870.5	8837	16616
PLATE1	1	MBL-132	325	-28.5	-147	-213	-154.5	-175	72	-113	305	253	12290.5	32490	199	41630	57362	46725	95670	6164	979	73174.5	66582	1569	437	502	415.5	40990
PLATE1	1	MBL-133	416.5	482	-255	-430	-304	-174.5	986	-252	623	450	1786	25108.5	-31	5964.5	20356	44005	31301	21475	1458	74225	74030.5	1392	712	780.5	1280	89980
PLATE1	1	MBL-134	1560.5	2077.5	458.5	24	470.5	472.5	2213	336.5	1622.5	985	87704.5	32385	723.5	63323.5	2099	10716.5	26855.5	3811.5	326.5	19017.5	98078.5	1044	313.5	1007.5	6303.5	8034.5
PLATE1	1	MBL-135	4607.5	-304.5	-888	3260.5	-702	-133.5	-389	-880	236.5	1431.5	36159.5	56690	-19	9706.5	41563.5	38798.5	152408.5	50611.5	2354.5	56541.5	114855	4756.5	1417.5	933.5	342.5	127936.5
PLATE1	1	MBL-136	649.5	42	-60.5	-93.5	-19.5	15.5	16003	110.5	485	305.5	896	45471	241	12452	2232.5	14334	30984	48864.5	543	66367	71279.5	937.5	263.5	71.5	24585.5	13318.5
PLATE1	1	MBL-137	626	88.5	-4	-33	12.5	36	14011	249	397	272	1549.5	39727	307	11145	1722	10147	22110	35385.5	439.5	91048	81234	846	192	87	16865.5	7766
PLATE1	1	MBL-138	3284	1988	-801	-970	-754	-656	47046	-784	32	1088	2861	19831	-466.5	3498	54906	48257	87353	8772	10305	61212.5	71586.5	1902	1442	190.5	527	84131
PLATE1	1	MBL-139	789	301	67	-33	52.5	278	84	66	259	246	98460	30630	2905.5	26174	13719	20176	53743	44145.5	393	1696	28676	399	206	1067	6375	7530.5
PLATE1	1	MBL-151	2615.5	-934.5	-1135	-1491	-1337	-1011.5	-1428.5	-1465.5	6545.5	374.5	420.5	14486.5	-1327.5	11108.5	3349.5	32855.5	73745.5	51147.5	12724	37642.5	76053.5	616.5	1773.5	-1126.5	-967.5	46291.5
PLATE1	1	MBL-152	19538	3537.5	8032	503.5	29592	7628	13986	194	17801	14330	123265.5	180425	33111	65992	9804	8011	63661	31237	479	56303.5	123071	10403	273	3037	4045	8777
PLATE1	1	MBL-153	5963	2207.5	2085.5	366.5	4714	884.5	17811.5	59	4221.5	1892	52406.5	45940	10794.5	10172.5	6303.5	9420.5	23947	11189.5	340.5	41438.5	44546.5	1706.5	262.5	3952.5	3300.5	22644.5
PLATE1	1	MBL-154	3191	1361	318.5	8.5	641	772.5	1280	360	4941	1965	113632	173887	25157	49583	31063	65624	73416	67223	1700.5	94209	109336	2038	504	3054	8372	98391
PLATE1	1	MBL-156	88478.5	4978	55346.5	1780.5	53975.5	49382.5	590.5	247.5	77522	65034.5	44035.5	84697	11406.5	32416	99766.5	120423.5	120537.5	30497	1279.5	80253	56420	50273.5	293.5	1621.5	38620.5	53906.5
PLATE1	1	MBL-157	122838.5	21601.5	94287.5	35334.5	102468	71872	-51	-152.5	137199.5	114281	94344.5	129636.5	18448	8359	69849	95178.5	126334.5	2991	898	4654.5	82931	68216	563	757.5	2976	59475.5
PLATE1	1	MBL-158	760	300.5	443	47	432.5	593.5	3915.5	249	1669.5	339	73712	53112.5	8698	10226.5	5299.5	2396	19363	925.5	609.5	48474	55215	703	105	593	824	965
PLATE1	1	MBL-159	3967	3977.5	1037	-10	2968	1187	48	-10	14769.5	3566	3049.5	49020	377.5	3798	3917	2385	75012	2226	803	71047.5	66683	3403	313	613.5	1310	6669.5
PLATE1	1	MBL-160	795	-520	-590	-628.5	-526.5	-530	5617	-580	16196.5	143	5894	41766	-159	11788.5	27839	25268	41011.5	29552.5	1346	61394	45399	535	781	-240	-207	49363.5
PLATE1	1	MBL-161	13715.5	3638.5	3256.5	-29.5	3087	3062.5	3414.5	-224.5	11845	6400.5	52737.5	82476.5	17045.5	50497.5	13644.5	14909.5	60734.5	2257.5	324.5	45036.5	70811.5	5057.5	503.5	256.5	503	53788.5
PLATE1	1	MBL-162	22228	26523.5	8382	1970	15853	6900.5	293	-154	62627	16241	2608.5	45832	54.5	6913	8013	54492	63998	36657.5	1001	57828	57428	14641	485	132	-39	4504.5
PLATE1	1	MBL-163	1077.5	-1773.5	-1774.5	-1913	-1734.5	-1444.5	-1927.5	-1393.5	-1318	172.5	65616	96943	10649.5	-384.5	12883.5	22429.5	51037.5	12336.5	-534.5	45770.5	30906.5	53.5	2271.5	7273.5	38744.5	29318.5
PLATE1	1	BL763	124	-94	-77.5	-173	-199	-129	6154	-44	-12	163	56702	39313	76	27648.5	4783	41416	45803	2350	1260	65373.5	59307	1237.5	400	110	447	27808.5
PLATE1	1	BL764	510	111	104	-114	637	26	5731	4740	238.5	334	838	63563.5	877	1930	1626	840.5	953	4461	538	108361	100888.5	388.5	314	285	1091.5	72.5
PLATE1	1	BL765	757	38.5	202	117	-110	315	-91	-96	379	403	4174	26269	411	3251.5	33124	13533	81691.5	14488.5	795	52683.5	10150	1431.5	397	927	1476	44126
PLATE1	1	BL766	25374.5	1267.5	77	-170.5	-104	170	111.5	53.5	47	11207	47379	39804	1364	3246	1421.5	18405	34823	9409	680.5	64916	43689	420	412	2071.5	5004.5	27614
PLATE1	1	BL767	471	383	-87.5	-92.5	-29	-17	1695	370	81.5	180	38632	85382.5	37683.5	461	1237	3169	58419.5	1504	438.5	2262.5	65160	544	282	237	4902	12613
PLATE1	1	BL768	927	1049	8	1033.5	41	124	24440	308	1198	604	65147	94521	15486	40172.5	7088.5	32654.5	77029	55310	900.5	56532.5	59583	946	421	1048	6492	10862.5
PLATE1	1	BL769	477	191.5	317	80	98.5	63.5	4019	-42	136.5	120	45756	60517	1645	586.5	51811	67361	67714.5	8411.5	761	34422.5	49892	827	241	210	36867.5	22106.5
PLATE1	1	BL770	2139.5	44.5	31	-79.5	257.5	83	13223.5	245.5	648.5	7338.5	43433.5	93292.5	3257.5	28170	43502.5	70670.5	37241.5	29198.5	681.5	270.5	45661.5	729.5	255.5	567.5	28421.5	34625
PLATE1	1	MBL-059	-3681	-3608.5	-3772	-4154.5	-4023	-3939	-3870.5	-3773	-3054.5	2144	70749.5	30636	3994	12798	5384.5	16447	85499	22502	1513	54217.5	63152	17840	4347	1646	4627	13122
PLATE1	1	MBL-108	62.5	-36.5	-113	-159	-26.5	-54.5	7323.5	-125.5	122.5	75	50458	34999.5	1463.5	19873.5	10238.5	20855.5	68395	7004.5	544.5	19599	52000	769.5	303.5	182.5	755.5	4614
PLATE1	1	BL739	3757.5	2051.5	-23.5	-93	9023	375.5	16195.5	667.5	1407.5	1544.5	57660.5	52907.5	2330.5	30651.5	22586	26081.5	58449	12036.5	1487.5	63144.5	60379.5	288.5	378.5	2865.5	7175	8344
PLATE1	1	BL654	944.5	847	466.5	2206	688.5	505.5	40658.5	831	623.5	552.5	146340.5	163569.5	26092	947	127077.5	142387.5	145106.5	4099.5	1041.5	39505	136869	760.5	402.5	1394.5	71597.5	45617.5
PLATE1	1	BL671	-499.5	1827	-1311	-1576.5	-789.5	-1076	-960	-1588.5	-936.5	-289.5	21657	41867.5	7612.5	2048.5	2119.5	15476	41570.5	24547.5	-742.5	36657.5	20788.5	-401	1844.5	-1200.5	14790.5	19337.5
PLATE1	1	BL683	1020.5	2009	280	-69	533	416	1174	354.5	1011	901.5	121530	147568	2346	33009	4151.5	10590	14101	12874	1397	60212.5	180712	930	443	27046	45725.5	3364
PLATE1	1	BL701	465	4181	334.5	-50.5	83	776	1042	442	332	281	106978	103825	20456.5	1406.5	26489	40039	32784	3157	536	98021	95164	203	280	499	3524	336
PLATE1	1	EBV-M	939	513.5	6	-317.5	284	51	1	143	804.5	813	1176	26724.5	418	16488	27090	38767	57047	1833.5	1466	377	2023	923	604	5486.5	1880	17984.5
PLATE1	2	EBV-M	853	438	-81	-365	223	-14.5	-21	128	771	880	990	25764	287	2707	25055	37989	57480	1891.5	1325	405.5	1880	953	628	5569.5	1818	17092.5
PLATE1	1	EBV-F	41	-72	-162	-377	-290	-194	-197.5	-146	-113	103.5	1205	3316	-39	916	38782	39902	164480	19085	686	227	1064.5	1114.5	543	266	3920	69355
PLATE1	2	EBV-F	42.5	-219.5	-263.5	-397.5	-339.5	-242.5	-254.5	-219.5	-108	188.5	1158.5	3285.5	-183.5	828.5	36094.5	36540	141604.5	16615	681	281.5	866	1212.5	545.5	352.5	3905	65079.5
